Title Cleaned,Ingredients Cleaned,Steps
ayam goreng krutuk,"tepung terigu , air matang , ayam direbus , garam , gula penyedap , lada , telur ayam , minyak goreng","1) Campur tepung terigu(kurang lebih 1/2 mangkuk kecil) dengan garam,gula/penyedap dan garam secukupnya. Tambahkan air matang sedikit demi sedikit hingga agak mengental. Koreksi rasa
2) Balur ayam yg telah direbus sebelumnya dengan 1 butir telur (yg sudah dikocok lepas), kemudian gulingkan dalam adonan tepung, sisihkan
3) Panaskan minyak goreng dengan api sedang, jika sudah panas masukan ayam yg sudah diberi adonan tepung, kecilkan api lalu masak hingga berwarna kecoklatan dan garing, angkat dan tiriskan.
4) Selamat menikmati"
ayam panggang saos kecap,"bumbu ayam panggang , ayam potong , bawang merah , ulek halus , bawang putih , ulek halus , kunyit , garam , ulek halus , olesan ayam , kecap manis , saus tomat , minyak , dicampur , saos kecap cocolan , kecap manis , bawang merah , melintang tebal , bawang putih , ulek halus , cabe rawit , ulek halus , tomat potong , jeruk nipis , arang memanggang ayam","1) Cuci bersih ayam dan tiriskan,campur dibumbu yang sudah dihaluskan,aduk rata,diamkan selama 15 menit,lalu kukus selama 20 menit/ sampai mateng
2) Sementara menunggu ayam dikukus,siapkan pemanggangan arangnya dulu untuk memanggang ayam
3) Keluarkan ayam yang sudah dikukus dan siap dipanggang diatas pemanggangan arang
4) Panggang ayam sambil diolesi dengan olesan, campuran kecap manis,saos tomat dan minyak,bolak balik ayam agar tidak gosong sambil diolesi sampai matang,angkat dan taroh dipiring saji
5) Campurkan semua bahan saos kecap/ cocolan nya diwadah(mangkok),tambahkan kecap manis secukupnya,aduk agar tercampur rata,dan beri perasan jeruk nipis
6) Ayam panggang dan saos kecap sudah siap dihidangkan bersama nasi hangat dan irisan timun sebagai pelengkap"
soto ayam kuah santan,"ayam diungkep , digoreng , santan kara , kunyit , jahe , lada , daun salam , lengkuas , daun jeruk serai , bawang merah , bawang putih , penyedap gula , garam royko ayam , pelengkap , tomat , daun bawang seledri , bihun rebus , bawang goreng , kol potong tipis , tahu goreng , kerupuk , bawang goreng , jeruk nipis , sambal cabe rawit , bawang putih merah rebus , diulek","1) Panaskan air rebus ayam hingga matang lalu tiriskan (air rebusan ayam bisa untuk kuah soto),lalu goreng ayam hingga matang
2) Haluskan bumbu bawang merah,putih,kunyit,jahe,lada,lengkuas sereh cukup digeprek dan tumis hingga matang
3) Masukan tumisan bumbu kedalam rebusan air,masukan daun salam,sereh dan daun jeruk
4) Berikan bumbu garam,gula penyedap rasa, daun bawang dan santan kara masak hingga matang
5) Sajikan soto selagi hangat bersama bihun dan pelengkap lainya"
ayam goreng bumbu kuning,"potong ayam , air , minyak goreng , bumbu halus , bawang putih , kunyit , jahe , ketumbar , garam","1) Cuci bersih ayam,masukkan dalam panci,tambahkan bumbu halus dan air. Masak hingga empuk,matang dan bumbu meresap,tiriskan.
2) Goreng dalam minyak panas dan api sedang hingga kuning keemasan,angkat,tiriskan
3) Sajikan"
mie geprek ( mie + ayam geprek ),"mie burung dara , dada ayam , tepung terigu , kubis , bawang putih , kecap , royco sapi , garam , ebi , minyak wijen , saus tiram , lada , minyak goreng , air , cabe rawit , bawang merah","1) Rebus mie burung dara, tiriskan
2) Geprek bawang putih 2 siung, tumis sampai harum
3) Masukkan minyak wijen 1 sendok teh. Tumis tumis sebentar bersama bawang
4) Masukkan air 1 gelas belimbing
5) Tambahkan kecap, ebi, garam, saus tiram, royco sapi, lada bubuk sesuai selera. Didihkan
6) Masukkan mie yang telah direbus. Masak sampai air menyusut
7) Tambahkan irisan kubis/kol. Aduk-aduk sebentar sampai air habis. Angkat
8) Cuci bersih ayam, potong jadi 2 bagian atau iris sesuai selera
9) Siapkan tepung kering. Caranya tambahkan garam dan royco sapi pada tepung. Takarannya sesuaikan dengan jumlah tepung
10) Siapkan celupan tepung basah. Caranya campurkan tepung dengan air sampai teksturnya cair tapi cukup kental
11) Masukkan ayam pada tepung kering. Lalu celupkan pada tepung basah. Masukkan ke tepung kering lagi. Remas-remas sampai tepung yang menempel ditangan terlepas dan menempel pada ayam
12) Goreng ayam pada minyak panas dengan api besar, agar teksturnya crispy. Masak sampai kecoklatan lalu angkat.
13) Sekarang membuat sambel bawang. Caranya bawang putih setengah siung + bawang merah 2 siung + cabe rawit sesuai selera diulek bersama garam dan gula. Tambahkan 1 sendok minyak lalu campur rata
14) Geprek ayam crispy tadi kedalam sambel bawang
15) Sajikan mie goreng dengan topping ayam geprek dan lalapan mentimun
16) Selamat mencoba"
seblak mie tulang ayam,"mie burung dara , tulang ayam sisa filet daging ny , sawi hijau , sawi putih , garam , gula , halus , bawang merah , bawang putih , cabe keritinh , cabe rawit , kencur","1) Haluskan seluruh bumbu halus (saya pake blender)
2) Tumis bumbu halus sampai wangi, masukan tulang ayam, tambahkan air, tunggu smpai ayam matang
3) Setelah ayam matang masukan mie, gula, dan garam kemudian koreksi rasa..
4) Setelah rasa pas masukan sayur2n sampai agak layu, jangan terlalu lama..
5) Seblak mie siap dinikmati"
sweet buffalo chicken,"paha ayam potong , bumbu ayam , garam , lada , paprika bubuk , tepung terigu , bumbu saus , margarin unsalted , bawang putih bubuk , gula merah bubuk , saus tomat , saus sambal , garam , wijen","1) Cuci dan keringkan ayam (sampai kering).
2) Lumuri ayam dengan garam, lada hitam, dan paprika bubuk.
3) Baluri dengan tepung terigu. Diamkan 30 menit (saya 60 menit)
4) Goreng ayam dengan minyak cukup banyak sampai matang +- 10 menit. Kemudian angkat dan tiriskan.
5) Panaskan margarin, tambahkan bawang putih bubuk, gula merah bubuk, saus tomat, saus sambal dengan api sedang.
6) Aduk rata dan biarkan sampai mengental. Pastikan api tidakterlalu besar karena ada gula merah yang rawan gosong.
7) Masukan ayam dan baluri dengan bumbu sampai rata. Diamkan 5 menit sampai bumbu menyatu pada ayam.
8) Angkat. Hidangkan sweet buffalo chicken dan taburi dengan wijen."
ayam garang asem,"ayam , daun pisang , santan kara , jeruk nipis , bumbu rajang , cabai rawit , cabai merah , tomat hijau , bawang merah , bawang putih , tambahan , laos , jahe , daun jeruk , daun salam , serai , garam gulpas air minyak goreng","1) Potong2 ayam kecil2 lalu cuci dan beri perasan jeruk nipis diamkan sebentar dan cuci lgi.
2) Tumis bumbu rajang beserta laos, daun jeruk, jahe, daun salam dan serai.
3) Masukkan ayam dan air secukupnya. Tanbahkan garam dan gulpas. Masak setengah mateng
4) Lalu masukkan santan kara aduh2 sampai mendidih matikan kompor
5) Bungkus ayam dengan daun pisang lalu kukus kira2 15 menit
6) Siap dihidangkan"
ayam geprek,"fillet dada ayam khas , tepung bumbu kriuk , baham sambal , rawit merah , cabai merah keriting , bawang putih , garam , kaldu jamur","1) Letakkan sedikit tepung bumbu dalam wadah lalu beri air untuk bumbu rendaman ayam. Buat sedikit kental, lalu diamkan dalam freezer 10 menit
2) Ambil ayam dari bumbu rendaman, lalu baluri dengan tepung kering dan goreng hingga kecoklatan
3) Untuk sambalnya ulek semua bahan jadi 1 lalu tuangkan minyak panas.
4) Setelah itu masukan ayam yang sudah di goreng ke dalam cobek sambal dan ulek bersama."
ayam asam manis rumahan citarasa resto,"dada ayam , potong dadu , paprika merah hijau , nanas , potong dadu , bawang bombai , bawang putih , geprek , minyak bawang utk menumis , air tepung sagu , perbandingan , saos asam manis , saos tomat , saos sambal , saos lea perrins , gula pasir , kaldu ayam , garam , kecap inggris , minyak wijen , maggie seasoning , saos raja , bumbu marinasi ayam , gula pasir , garam , kaldu ayam , merica","1) Marinasi ayam dengan bumbu marinasi, diamkan selama 10 menit
2) Tumis bawang bombay, bawang putih, paprika
3) Masukkan daging ayam yg telah dimarinasi
4) Masukkan saos asam manis
5) Masukkan campuran air dan tepung sagu
6) Aduk hingga mengental
7) Test rasa, tambahkan garam dan gula sesuai selera"
ayam goreng tepung simple,"ayam dada potong , bawang putih haluskan , lada , kaldu bubuk , garam , telur , tepung , tepung terigu , tepung meizena","1) Potong ayam sesuai selera, aku pake ayam dada utuh karna yg ada stok di kulkas itu hehehhehe
2) Campur ayam dengan bawang putih yg sudah di haluskan, garam, lada, kaldu bubuk, aduk rata.
3) Simpan di kulkas minimal 2 jam. (Semakin lama dibumbui ayamnya semakin enak, aku bumbui malam karna untuk di goreng pagi)
4) Keluarkan ayam dari kulkas masukkan telur ke ayam aduk rata.
5) Siapkan tepung pelapis diaduk rata lalu gulingkan potongan ayam ke dalam tepung remas sedikit.
6) Goreng ayam ke dalam minyak panad sampai kecoklatan.
7) Angkat sajikan, happy cooking moms."
sop balungan ayam,"tulang ayam jowo , rebus dg api , bumbu ulek , bawang putih , merica bubuk , pala , cengkeh , garam dg penggunaan air , kaldu jamur , gula , sayur , wortel , tipis , kentang , potong dadu , bonggol sawi , seledri daun bawang , pelengkap bawang merah goreng","1) Cuci bersih tulang ayam, rebus dg api kecil hingga keluar kaldu bening, buang kotoran yang mengapung, setelah itu masukkan bumbu ulek. Biarkan mendidih.
2) Kemudian masukkan wortel, tunggu 3 menit masukkan kentang, tunggu 5 menit lalu cek rasa dan kematangan sayur, setelah pas baru masukkan sawi sendok, seledri, dan daun bawang. Aduk sebentar lalu matikan kompor.
3) Sajikan dengan taburan bawang merah goreng dan sambal kecap."
ayam goreng lepas tulang lembut,"ayam , bawang putih , laos , jahe , daun salam , serai , daun jeruk","1) Masukkan ayam dalam magic com. 
Bawang putih, jahe, laos, jahe blender sampai lembut.
Masukkan bumbu yang sudah dihaluskan tadi dalam magic com
Tuang air bioglass dalam magic com sampai ayam terendam air bioglass.
Cetrek cook. Tunggu kira kira 45 menit. 
Ambil ayam dari magic com
Taburi garam secukupnya
Goreng
Jadii deh ayam empuk lezatnya. Biar ayamnya dingin juga masih empuk
Cara bikin sambel nya
Cabe, bawang merah trasi, goreng di sisa minyak ayam goreng tadi. Minyak nya dikit aja."
sayap goreng bumbu ngo hiang,"sayap ayam drum stick , air jeruk nipis lemon , garam , bumbu ngo hiang , tetes suclarose stevia drop","1) Cuci sayap ayam, lalu dalam satu wadah masukkan sayap ayam beserta seluruh bumbu diatas, remas2
2) Simpan dalam kulkas semalaman hingga bumbu meresap
3) Goreng sayap ayam dengan minyak panas dan banyak hingga matang, sajikan"
semur ayam kampung,"ayam kampung , bawang putih , bawang merah , kemiri , jahe , daun jeruk , daun salam , serai digeprek , lengkuas , kunyit , biji ketumbar , merica bubuk , garam , gula pasir , royco , kecap manis , air kaldu ayam kampung , minyak goreng","1) Potong ayam cuci lalu rebus sampai empuk. Haluskan bawang, kemiri, jahe.
2) Tumis bumbu halus sampai harum masukan serai, daun jeruk, daun salam, lengkuas. Masukan air kaldu, ayam, merica, garam, kunyit, ketumbar, kecap, royco. Masak hingga bumbu meresap dan empuk banget, cek rasa ya bun..
3) Semur ayam kampung udah matang...
4) Ini aku masaknya sampai empuk banget... gak alot ya.. gigitnya gak pakai gigi, pakai bibir aja udah bisa, hhheee... krn sebelum dibumbuin direbus dulu sampai empuk, setelah itu baru dibumbuin.
5) Selamat mencoba.."
ayam tepung kfc super gurih,"potong ayam paha atas paha , air lemon , black papper , garam , tepung terigu serba , tepung maizena , oregano , garam , masako ayam , bubuk cabai , pencelup , tepung terigu , bubuk cabai , garam , lada putih , air es","1) Marinade Ayam dengan air lemon, black papper Dan garam, diamkan kurleb 1 jam atau lebih
2) Campur semua bahan pelapis
3) Campur semua bahan pencelup
4) Lumuri Ayam dengan bahan pelapis, celupkan ke dalam bahan pencelup dan lumuri dengan bahan pelapis lagi. Lakukan 2-3 kali. Cubit cubit Bagian Luarnya agar hasilnya keriting
5) Panaskan minyak goreng
6) Goreng Ayam sampai matang, apinya Jangan terlalu besar agar matangnya merata hingga kebagian dalam
7) Sajikan bersama kentang, selada atau asparagus sesuai selera
8) Selamat mencoba"
soto ayam surabaya,"ayam , bawang merah , bawang putih , ketumbar , lada , kunyit , lengkuas , jahe , kemiri , daun salam , daun jeruk , gula , garam , penyedap , daun bawang , kol , tauge , kentang , telur rebus , sambal rebus","1) Haluskan semua bumbu kecuali lengkuas & Sereh
2) Tumis bumbu yg dihaluskan tadi hingga harum
3) Rebus ayam hingga terlihat kaldunya kemudian masukkan bumbu yg telah ditumis tadi
4) Icip & sajikan dengan kentang goreng, bihun, tauge & irisan tomat"
ayam suwir ala bali / ayam sisit,"fillet ayam kulit , minyak wijen , kecap ikan , saos tiram , unsalted butter menumis , bumbu dihaluskan , bawang merah , bawang putih , kencur , kunyit , rawit merah , udang rebon , garam","1) Rebus/Kukus Ayam lalu disuwir2, sisihkan
2) Tumis bumbu halus, tambahkan minyak wijen, kecap ikan, saos tiram
3) Masukkan suwiran ayam, aduk rata sampai tercampur dan kering (sesuai selera)
4) Siap dihidangkan"
risoles rogut ayam,"isian , kentang , kukus tumbuk halus , wortel , diserut kasar , dada ayam rebus , suwir halus , tepung terigu , lada , garam , susu cair , bawang putih , haluskan , keju cheddar parut , minyak goreng , kulit , tepung terigu , margarine , dicairkan , telur , garam , air , tepung panir membalur","1) Aduk rata kentang kukus yang sudah dihaluskan, tepung terigu, susu cair sampai tidak menggumpal. Sisihkan
2) Tumis bawang putih yang sudah di haluskan sampai wangi, masukkan adonan kentang kukus yg sudah di campur susu dan terigu tadi.
3) Tambahkan keju parut, lada bubuk, ayam suwir, aduk cepat sampai kental. Angkat dan sisihkan
4) Untuk membuat kulit: campur tepung terigu, air, garam, 1 butir telur, aduk dengan pengocok telur agak tidak mengggumpal. Setelah rata masukkan margarine yg sudah dicairkan. Aduk rata kembali.adonan dibuat jangan terlalu kental.
5) Panaskan wajan anti lengket, dadar adonan sampai habis.
6) Ambil lembaran kulit, letakkan di tengah kulit dadar isian rogut, tutup sisi kanan kirinya
7) Sebelum di goreng, celupkan gulungan dadar yg sudah diisi tadi kedalam telur dan balurkan dengan tepung roti ulangi sekali lagi.
8) Panaskan minyak, goreng hingga kecoklatan.
9) Risoles siap disajikan hangat dengan cabai rawit atau saos cabai.
10) Selamat mencoba"
ayam masak kicap ala malay,"potong ayam , bawang bombai , cabai keriting merah , cabai rawit , cabai lalap , tomato , kecap , saos sambal , saos tiram , kunyit , garam , kaldu bubuk totole ganti kaldu bubul","1) Cuci ayam sampai bersih, ungkep dengan kunyit bubuk dan garam boleh tambahkan air jeruk lemon atau jeruk nipis. Ungkep selama kurang lebih 15menit
2) Setelah diungkep goreng ayam sampai kekuningan, angkat sisihkan.
3) Tumis bawang bombay, cabai kriting merah, cabe rawit, cabe lalap dan tomat sampai harum. Masukkan kecap manis, saos sambal, saos tiram beri garam dan kaldu bubuk sckpnya.
4) Masukkan ayam beri sedikit air. Cicip rasa.. Masak sampai matang
5) Masakan siap disantappppp"
ayam tepung,"ayam , tepung terigu , royco , bawang putih , lada , jahe , kunyit , garam , minyak goreng , telur ayam ambil putih nya","1) Bersih kan ayam potong jadi 14
2) Haluskan,bawang putih,jahe,kunyit masuk an ke panci,masuk an ayam,tambah garam diam kan 30 menit(kalau aku di ungkep bentar bun tambah air segelas)
3) Campur terigu,royco untuk tepung kering
4) 4sendok tepung terigu cair kan dengan 100 ml air,+ 2 butir putih telur kocok lepas,untuk celup an
5) Panas kan minyak goreng,ambil 1 potong ayam,masuk an ke tepung kering + masuk ke tepung celup + masuk ke tepung kering lalu goreng dengan minyak panas,api sedang sampai kecoklatan
6) Angkat dan bisa langsung di sajikan bunda"
ayam goreng bakar kecap,"ayam , minyak , bumbu kuning halus , bawang putih , kunyit , lengkuas , ketumbar , merica , air , garam kaldu bubuk , bumbu bakar , kecap , mentega , sambel , bawang merah , bawang putih , cabe hijau , cabe rawit , tomat hijau , garam gula","1) Ungkep ayam dgn bumbu kuning, hingga bumbu meresap, tiriskan
2) Panaskan minyak, goreng ayam hingga garing, tiriskan lalu marinade dgn bumbu bakar
3) Siapkan alat bakaran, bakar jangan trllu lama, angkat
4) Rebus semua bahan sambal, hingga layu kurleb 5menit, tiriskan lalu ulek, beri bumbu. Boleh d tumis lagi sambelnya. Saya gak sempet d tumis lg udah enak ko
5) Siap disantap bersama nasi panas dan lalab"
somay ayam bumbu kacang,"dada ayam , kulit lumpia instan , terigu , kanji , bawang putih , merica bubuk , royco , bumbu kacang , kacang , gula merah , royco , gula pasir , cabe , larutan maizena , kecap , pelengkap , gubis , telur puyuh , tahu putih","1) Blender dada ayam tanpa tulang, bawang putih, merica bubuk, & royco..blender sampai lembut...blender dikasih es batu ya..
2) Tambahkan tepung terigu & kanji.aduk sampai merata
3) Ambil satu lembar kulit lumpia.isi dengan jeladren ayamnya..bentuk sesuai selera..lakukan hingga adonan habis
4) Kukus 20 menit sampai layu..kukus bersama pelengkapnya yaa..gubis & tahu putih... Gubis digulung2 lipat dengan tusuk sate..tahu putih dipotong2 dadu..
5) Telur puyuh rebus sampai matang..tiriskan
6) Buat bumbu ; goreng kacang sampai kecoklatan..
7) Blender kacang,cabe,& gula merah...tambahkan air secukupnya
8) Masukan bumbu kedalam kacang..masak hingga matang, tmbahkan gula pasir, penyedap rasa, tmbahkan larutan maizena agar kental
9) Potong2 somay,gubis,tahu,& telur puyuh..siram bumbu kacang ke atasnyaa...tmbahkan bawang goreng & kecap"
